tweet,sentimen,clean_tweet
"Jokowi-Ma'ruf Pemimpin Indonesia.  #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih  Beberapa penghargaan yg dianugerahkan kepadanya, menjadi bukti bahwa @jokowi adalah sosok pemimpin yg diakui integritasnya.  https://nasional.kompas.com/read/2018/09/24/22563621/disaksikan-sandiaga-jokowi-dapat-penghargaan-tokoh-pemerataan-pembangunanÂ â€¦",positif,jokowimaruf pimpin indonesia pilihorangbaik pilihjelasislamnya pilihbajuputih beberapa harga anugerah kepada jadi bukti jokowi sosok pimpin aku integritas
"Memang tidak bisa kita menghendaki harga cabai sampai Rp 10.000, harga bawang sampai Rp 5.000, petaninya yang kasihan, kata Jokowi #2019JokowiKyaiMaruf #1PeriodeLagiUntukJokowi #PesonaBonoSurfing  https://twitter.com/tag_nusantara/status/1061795598209232896/photo/1 pic.twitter.com/NApI0SoReiÂ ",positif,memang tidak_hendak harga cabai rp harga bawang rp petan kasihan kata jokowi jokowikyaimaruf periodelagiuntukjokowi pesonabonosurfing pictwittercomnapisorei
game bagus buat ekonomi gak bagus buat kejiawaan,netral,game bagus buat ekonomi gak_bagus buat kejiawaan
Jika @prabowo dan @sandiuno terpilih kami tidak akan mengambil gaji kami 1 rupiahpun #tusukprabowosandi,netral,prabowo sandiuno pilih tidak_ambil gaji rupiah tusukprabowosandi
@SandiUno @Prabowo @MardaniAliSera @FadliZon Prabowo berujar salah arahnya pembangunan ekonomi Indonesia saat ini juga tak terlepas dari andil presiden sebelum Jokowi. Anjay! #PrabowoSalahkanSBY #KoalisiPrabohong #WowoCapresAbadi,netral,sandiuno prabowo mardanialisera fadlizon prabowo ujar salah arah bangun ekonomi indonesia tidak_lepas andil presiden jokowi anjay prabowosalahkansby koalisiprabohong wowocapresabadi
Secara ga langsung juga om wowo udah mengapresiasi dan ingin mengatakan kalo perekonomian negara selama dibawah kepemimpinan Pakde Jokowi baik ðŸ˜Š Terima kasih yah om ternyata ini #bukansalahbapak Jokowi ðŸ˜†,positif,tidak_langsung om wowo udah apresiasi kata kalo ekonomi negara lama bawah pimpin pakde jokowi baik terima kasih yah om nyata bukansalahbapak jokowi
Namnya aja ALAP-ALAP PASTI OTAKNYA JUGA LALAPAN.  BERISIK...  APA SIH SUSAHNYA MENGAKUI DAN MENGHARGAI PEKERJA BAPAK @jokowi . SUDAH JELAS KERJA FAKTA DAN NYATA MASIH BELUM BISA DIAKUI.  INGAT... KEBENCIAN YANG MENDALAM TERGADANG MEMBUAT OTAK LHOOO PINDAH JALUR KE JALUR TAK WARAS,positif,namnya alapalap otak lalap berisik apa sih susah aku harga kerja bapak jokowi jelas kerja fakta nyata belum_aku ingat benci dalam gadang buat otak lhooo pindah jalur jalur tidak_waras
"Om Wowo menyebut kesalahan arah ekonomi Indonesia tidak semata salah @jokowi, tetapi juga presiden-presiden sebelumnya.  https://bit.ly/2DgcEp3Â   Wah kacau #PrabowoSalahkanSBY @bocahsosmed @sukangetweet @saaebunglon",negatif,om wowo sebut salah arah ekonomi indonesia tidak_semata salah jokowi presidenpresiden belum_wah kacau prabowosalahkansby bocahsosmed sukangetweet saaebunglon
"Kata @prabowo Indonesia tidak dihargai bangsa asing!   Berita ini ðŸ‘‡ pasti hoax buatan penguasa, ya kan @rockygerung?ðŸ˜œ https://twitter.com/mediaindonesia/status/1117575436337160192?s=21Â â€¦",negatif,kata prabowo indonesia tidak_harga bangsa asing berita hoax buat kuasa kan rockygerung
"subsidi listrik dicabut, agar asing bisa masuk industri pembangkit listrik, pln diwajibkan membeli listrik dengan harga yang ga ekonomis, beban bagi pln dari rezim @jokowi mandataris world bank anti ekonomi kerakyatan. rakyat tanggung kenaikan listrik 300% di era presiden boneka.",negatif,subsidi listrik cabut asing masuk industri bangkit listrik pln wajib beli listrik harga tidak_ekonomis beban pln rezim jokowi mandataris world bank anti ekonomi rakyat rakyat tanggung naik listrik era presiden boneka
#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih  Kepercayaan hanya diberikan pd mrk yg berpengalaman. Seorang @jokowi memiliki wakil yg berpengalaman dibidang ekonomi.   https://www.merdeka.com/uang/harapan-dan-prediksi-ekonomi-di-tangan-jokowi-maruf-amin.htmlÂ â€¦,netral,pilihorangbaik pilihjelasislamnya pilihbajuputih percaya beri mrk alam orang jokowi milik wakil alam bidang ekonomi
"Kata Wowo kesalahan arah ekonomi yang mengakibatkan terjadinya deindustrialisasi adlah salah semua pihak. Termasuk presiden-presiden sebelum Jokowi. Lah, ekonomi Indonesia masa Pak Jokowi baik-baik aja tuh. Malah ngehoaks dengan menyalahkan Presiden terdahulu. #PrabowoSalahkanSBY pic.twitter.com/BcETrEOlat",negatif,kata wowo salah arah ekonomi akibat jadi deindustrialisasi adlah salah semua pihak masuk presidenpresiden jokowi lah ekonomi indonesia masa pak jokowi baikbaik tuh malah ngehoaks salah presiden dahulu prabowosalahkansby pictwittercombcetreolat
Bajingan tengik.   Yg disembah2 mau lengser.  Jokowi org dableg.  Fokus itu kpd ekonomi dan pertahanan indonesia.  Bukan soal mobile legend.,negatif,bajing tengik sembah lengser jokowi orang dableg fokus kpd ekonomi tahan indonesia bukan_soal mobile legend
"Hanya sampe disitu modal berdebat prabowo shg terjadi blunder....apresiasi jokowi salahkan presiden sbelumnya....naikkan harga petani/nelayan,turunkan harga di konsumen.",positif,sampe situ modal debat prabowo shg jadi blunderapresiasi jokowi salah presiden sbelumnyanaikkan harga petaninelayanturunkan harga konsumen
"Saya percaya, krn @prabowo & @sandiuno tlh trbukti, mrk bisa hidup mapan & terhormat. Sangkin mapan & trhormatnya khidupn mrka, gaji pun tak brniat mrka ambil. Mrk jd capres bkn utk mncari kekayaan tp ingin msyarakt indonesia mapan & berhasil sprti mrk. #UASdifitnahKejiDanBrutal https://twitter.com/satriohendri/status/1117081027602554880Â â€¦",positif,percaya prabowo sandiuno tlh trbukti mrk hidup mapan hormat sangkin mapan trhormatnya khidupn mrka gaji tidak_brniat mrka ambil mrk jadi capres bukan_mncari kaya msyarakt indonesia mapan hasil sprti mrk uasdifitnahkejidanbrutal
"Loe yg goblok  Game2 itu bnyk dimain sama anak2, pengaruhnya bagi ekonomi yg pasti ada...secara (tidak) langsung.  Anak2 skrg lebih suka.main game, menghilangkan niat kreatifitas dan aktifiktas...yg ujung2nya ke SDM.  Pada periode 2 kedepan jokowi akan fokus ke SDM.",negatif,kamu goblok game banyak main sama anak pengaruh ekonomi adasecara tidak_langsung anak sekarang lebih sukamain game hilang niat kreatifitas aktifiktasyg ujung sdm periode depan jokowi fokus sdm
Dwi Tunggal Pemerintahan @prabowo strategi pertahanan dan keamanan @Sandiuno ekonomi dan kesejahteraan,netral,dwi tunggal perintah prabowo strategi tahan aman sandiuno ekonomi sejahtera
"Harga tiket pesawat yang tinggi,telah mengurungkan banyak niat orang melakukan pencoblosan dimana terdaftar sebagai pemilih,artinya hak suara mereka hilang karena tidak mampu membeli tiket pesawat,sementara tidak bisa melalui jalan darat.@jokowi @BudiKaryaS @kemenhub151",netral,harga tiket pesawat tinggitelah urung banyak niat orang laku coblos daftar pemilihartinya hak suara hilang tidak_mampu beli tiket pesawatsementara tidak_lalu jalan daratjokowi budikaryas kemenhub
Prabowo dan Sandi komit gajinya tidak akan diambil serupiahpun mantap Allahu Akbar,positif,prabowo sandi komit gaji tidak_ambil rupiah mantap allahu akbar
Bang.... 5% dr GDP yg dihitung Jokowi ttg penerimaan pajak apa benar 750 T?,negatif,bang gdp hitung jokowi ttg terima pajak apa benar t
#JokowiMenangTotalDebat 3 kartu Jokowi jadi jurus jitu program untuk kesejahteraan dan peningkatan ekonomi Indonesia #01ndonesiaMaju,netral,jokowimenangtotaldebat kartu jokowi jadi jurus jitu program sejahtera tingkat ekonomi indonesia ndonesiamaju
"mas. industri eSports itu udh billion dollars skrg. dampaknya besar buat ekonomi.  km keluar dong dr goa.  gak junjungan, gak pendukung, katrok semua. ðŸ˜…",negatif,mas industri esports billion dollars sekarang dampak besar buat ekonomi kamu keluar dong goa gak_junjung gak_dukung katrok semua
"duuuh ko #PrabowoSalahkanSBY dan menyebut kondisi ekonomi Indonesia yang salah arah, karena kesalahan presiden-presiden sebelum Jokowi  https://bit.ly/2P9eEEmÂ  @jokowi @riofebriant2 #WF38",negatif,duuuh ko prabowosalahkansby sebut kondisi ekonomi indonesia salah arah salah presidenpresiden jokowi jokowi riofebriant wf
Awal mula Mudzakir menjadi guru ngaji Jokowi pada 2001. Ketika itu banyak anak-anak dan orang dewasa meminta diajari membaca Al Quran secara privat.  #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih,netral,awal mula mudzakir jadi guru ngaji jokowi banyak anakanak orang dewasa minta ajar baca al quran privat pilihorangbaik pilihjelasislamnya pilihbajuputih
Jokowi Terus Fokus Bangun Infrastruktur Sebagai Kunci Pemerataan Ekonomi  http://akurat.co/ekonomi/id-590830-read-jokowi-terus-fokus-bangun-infrastruktur-sebagai-kunci-pemerataan-ekonomiÂ â€¦,positif,jokowi terus fokus bangun infrastruktur kunci perata ekonomi
"Kenaikan gaji kalian dirapel besok, cuma naik 5% itupun hanya sekali selama 4,5 tahun Rezim Dungu berkuasa, sementara akumulasi inflasi selama 4,5 tahun itu 13 %, jadi kenaikan gaji kalian masih tekor 13%-4,5%=8,5%... demikian info dari Jeng Sri ðŸ˜‚",negatif,naik gaji kalian rapel besok cuma naik itu sekali lama tahun rezim dungu kuasa akumulasi inflasi lama tahun jadi naik gaji kalian tekor info jeng sri
"Jika Menang Pilpres, Prabowo dan Sandiaga Pastikan Tak Akan Ambil Gaji  https://amp.suara.com/news/2019/04/13/225552/jika-menang-pilpres-prabowo-dan-sandiaga-pastikan-tak-akan-ambil-gaji?utm_source=facebook&utm_medium=fp&utm_campaign=oxtaÂ â€¦",netral,menang pilpres prabowo sandiaga pasti tidak_ambil gaji
"He, he, he, pikirkan Letjen pecatan yang bilang biang kerok ekonomi presiden2 sebelum Jokowi ada Jenderal SBY ada Jenderal Soeharto yg bintang nya sampe lima, dungu!",negatif,he he he pikir letjen pecat bilang biang kerok ekonomi presiden jokowi jenderal sby jenderal soeharto bintang nya sampe lima dungu
Masa bayar kan presiden.. Tinggal potong pajak ajakan beres....,negatif,masa bayar kan presiden tinggal potong pajak aja beres
Prabowo janji tdk ambil gaji untuk mencontoh karyawan KiANI yg bertahun2 TDK ambil gaji ...keren.,positif,prabowo janji tidak_ambil gaji contoh karyawan kiani tahun tidak_ambil gaji keren
"#JokowiJelasIslamnya #PilihOrangBaik #CoblosYangBajuPutih #BantenJokowiAmin #Banten01 Pengalaman @KHMarufAmin_ dalam ekonomi sudah malang merintang. Yakni dengan mendirikan koperasi, Baitul Mal wa Tamwil (BMT) sejenis koperasi syariah. @jokowi  pic.twitter.com/0hQUSxmAdI",netral,jokowijelasislamnya pilihorangbaik coblosyangbajuputih bantenjokowiamin banten alam khmarufamin ekonomi malang rintang diri koperasi baitul mal wa tamwil bmt jenis koperasi syariah jokowi pictwittercomhqusxmadi
"Pada debat kemarin, katanya anda berdua @prabowo @sandiuno tidak akan ambil gaji bila kelak terpilih menjadi presiden wakil presiden, atas dasar apa kiranya tidak mengambil hak anda itu? Terimakasih.",netral,debat kemarin kata dua prabowo sandiuno tidak_ambil gaji bila kelak pilih jadi presiden wakil presiden atas dasar apa kira tidak_ambil hak terimakasih
Narasi nya ngaco. Referensi hanya dari Atta halilintar dan jess no limit. Sama seperti himbauan kumpulin kalajengking karena harga perliter mencapai milyaran. Itu pikiran anak sekolah. Kalo anak anak kita diarahkan untuk menjadi atta atau jess lalu siapa yg tanam padi?,negatif,narasi nya ngaco referensi atta halilintar jess no limit sama himbauan kumpulin kalajengking harga liter capai milyaran pikir anak sekolah kalo anak anak arah jadi atta jess lalu siapa tanam padi
Dampaknya ekonominya gimana? 7%? Otak mana otak ðŸ˜‚ plonga plongo doang si,negatif,dampak ekonomi gimana otak mana otak plonga plongo si
"Pengguna listrik 900 va juga bukan orang kaya, tapi harganya dua kali lipat dari sebelum Jokowi. Gak usah ingkari kenyataan kalau listrik sekarang memang mahal. Lagian kalau mau pasang baru gak tersedia lagi 450 va.",negatif,guna listrik va bukan_orang kaya harga kali lipat jokowi gak_usah ingkar nyata kalau listrik sekarang memang mahal lagi kalau pasang baru gak_sedia va
Prabowo Sandi sumbangkan gajinya jika terpilih. Menandakan dia sudah selesai dengan pribadinya. Tinggal berfikir tentang Negara dan Bangsanya. #DebatPilpres2019,netral,prabowo sandi sumbang gaji pilih tanda selesai pribadi tinggal berfikir negara bangsa debatpilpres
"Menyusun sendi ekonomi itu dari yg kecil dulu mikro, jgn bicara makro, pembangunan jor-joran infastuktur tanpa mempedulikan usaha mikro sama aja bohong, ujung2 nya Import, dan ini yg tidak dilakukan Jokowi selama 4.5 tahun",negatif,susun sendi ekonomi kecil dulu mikro jgn bicara makro bangun jorjoran infastuktur peduli usaha mikro sama bohong ujung nya import tidak_laku jokowi lama tahun
"Iya lah ga ambil gaji,yg ambilin ajudan nya.wkwkm",positif,iya lah tidak_ambil gajiyg ambilin ajudan nyawkwkm
mengeluhkan mengenai persoalan ekonomi & deindustrialisasi  https://bit.ly/2Gl31HAÂ  #PrabowoSalahkanSBY @jokowi @yudisaputra333 #WF49,netral,keluh kena soal ekonomi deindustrialisasi prabowosalahkansby jokowi yudisaputra wf
Prabowo-Sandi Sepakat Tak Ambil Gaji karena Negara Sedang Susah  https://www.goaceh.co/artikel/serbaserbi/2019/04/14/prabowosandi-sepakat-tak-ambil-gaji-karena-negara-sedang-susah/?utm_source=dlvr.it&utm_medium=twitterÂ â€¦ .. ... #GoAceh,negatif,prabowosandi sepakat tidak_ambil gaji negara sedang susah goaceh
"Secara khusus, Presiden Jokowi ingin melakukan pembangunan manusia. Sebab, tantangan global menuntut penguatan Sumber Daya Manusia (SDM), sebagai penopang perekonomian. #PiliOrangbaik #PilihJelasIslamnya #PilihBajuPutih",netral,khusus presiden jokowi laku bangun manusia tantang global tuntut kuat sumber daya manusia sdm topang ekonomi piliorangbaik pilihjelasislamnya pilihbajuputih
Saya menghargai perbedaan kalian.  Dn insyaAllah. Saya yakin seyakin2ny saya tetap memilih no urut (01)bpk. Presiden jokowi dodo & K.H ma'ruf Amin..   amin ya robalalamin.ðŸ˜šðŸ˜šðŸ˜™ðŸ˜™,positif,harga beda kalian dn insyaallah yakin seyakinny tetap pilih no urut bpk presiden jokowi dodo kh maruf amin amin robalalamin
"Semoga yg Amanah, ikhlas, tegas, ekonomi pro rakyat kecil, peduli petani, nelayan, buruh, pedagang kecil, yg menuju masyarakat yg adil, makmur, sejahtera dan aman. Insyaallah Pak Prabowo Subianto dan Sandi Aga memenangkan pilpres bulan April. Amin x 3 Yra !!!!",positif,moga amanah ikhlas tegas ekonomi pro rakyat kecil peduli tani nelayan buruh dagang kecil tuju masyarakat adil makmur sejahtera aman insyaallah pak prabowo subianto sandi aga menang pilpres bulan april amin x yra
"Lo dengar perdebatan seorang presiden RI tadi malam gak? Dia menyebut mobile legend, game tsb perlu upgrade level gak? Lo tau tujuan debat? Utk bahas  persoalan bangsa ini, soal ekonomi itu terkait uang, harus ada nilai ekonomis bagi negara bukan utk pembuat aplikasi game",negatif,lo dengar debat orang presiden ri tadi malam gak_sebut mobile legend game tsb perlu upgrade level gak_lo tau tuju debat bahas soal bangsa soal ekonomi kait uang nilai ekonomis negara bukan_buat aplikasi game
"â€œUang sebesar itu dapat digunakan untuk membangun sekolah, membangun rumah sakit, meningkatkan kesejahteraaan rakyat melalui program ekonomi produktif dan perlindungan sosial, serta membangun lebih banyak lagi infrastruktur,"" tegas Jokowi. #PilihOrangBaik #PilihJelasIslamnya",netral,uang besar guna bangun sekolah bangun rumah sakit tingkat kesejahteraaan rakyat lalu program ekonomi produktif lindung sosial bangun lebih banyak infrastruktur tegas jokowi pilihorangbaik pilihjelasislamnya
"Debat Terbuka: Sandi Dinilai Kuasai Ekonomi, Jokowi Paksa Bicara Digital  https://news.detik.com/berita/d-4509599/debat-terbuka-sandi-dinilai-kuasai-ekonomi-jokowi-paksa-bicara-digitalÂ â€¦",netral,debat buka sandi nilai kuasa ekonomi jokowi paksa bicara digital
"@nahdlatululama Heran , prabowo bilang mau mau tingkatkan penerimaan pajak , kok sandi bilang akan menghapus pajak dr pengusaha kecil .. ini kok bertolak belakang kebijakan nya ? Coba deh dengar ulang debat nya masalah pajak itu.",negatif,nahdlatululama heran prabowo bilang tingkat terima pajak kok sandi bilang hapus pajak usaha kecil kok tolak belakang bijak nya coba deh dengar ulang debat nya masalah pajak
"Astgfrlhalzm sombongg bgt @ jokowi bru juga jd pemimpn gtu gimna dia bisa jilat jidat'a sendirI,hormari tuuuh orng tua,hargai tuh,anda itu bukn sp2 di banding beliau..muuak gwa liat'a..",negatif,astgfrlhalzm sombongg banget jokowi bru jadi pemimpn gtu gimna jilat jidata sendirihormari tuuuh orng tuahargai tuhanda bukn sp banding beliaumuuak gwa liata
Sandi : TPS (Tusuk Prabowo Sandi) dan Tidak Akan Mengambil Gaji Serupiah-pun..Di dunia cuma ada 5 Kepala negara yg tidak mau di gaji..Prabowo-Sandi yg ke-6 dan satu2-nya di Asia Tenggara..,netral,sandi tps tusuk prabowo sandi tidak_ambil gaji serupiahpundi dunia cuma kepala negara tidak_gajiprabowosandi satu asia tenggara
Hahaha takdelah. Maâ€™aruf Amin yang jadi calon naib presiden dengan jokowi tu pun pemimpin majelis ulama indonesia. Saja pilih prabowo sebab jokowi ada masalah ekonomi waktu jadi presiden dulu.,positif,hahaha takdelah ma aruf amin jadi calon naib presiden jokowi tu pimpin majelis ulama indonesia pilih prabowo jokowi masalah ekonomi waktu jadi presiden dulu
"Hmmm, v#PrabowoSalahkanSBY  https://bit.ly/2UyAoiRÂ  PS bilang didebat keadaan ekonomi Indonesia saat ini bukan salah @jokowi tp salah pemimpin2 terdahulu. Jd utk penggemar 02 jgn salahkan Jokowi lagi ya krn bosmu udh bilang itu bukan salah Jokowi. Semakin mantap pilih @jokowi.",positif,hmmm vprabowosalahkansby ps bilang debat ada ekonomi indonesia bukan_salah jokowi salah pimpin dahulu jadi gemar jgn salah jokowi bos bilang bukan_salah jokowi makin mantap pilih jokowi
Buat saya jokowi itu sudah harga mati..pantas saja rakyak nya menyukai anda..karna orang itu bisa melihat n memilih mana yg baik n mna yg buruk.. Dsto lah anda orang nya yg mampu membawa mereka kedepan dngan negara ini. Salam 2 periode..dri saya zaenal arip88,positif,buat jokowi harga matipantas rakyak nya suka andakarna orang lihat n pilih mana baik n mna buruk dsto lah orang nya mampu bawa depan dngan negara salam periodedri zaenal arip
"Ini penutup debat kemaren, pak Prabowo dan pak Sandi akan memberi sepenuhnya gaji mereka sbg presiden n wakil presiden untuk membantu rakyat miskin. Tp sebelum debat ini juga, pendukung PADI sih udah pd tau. Ya ga ya ga???  http://dlvr.it/R2lf3yÂ ",positif,tutup debat kemaren pak prabowo pak sandi beri sepenuh gaji sbg presiden n wakil presiden bantu rakyat miskin debat dukung padi sih udah tau tidak_tidak
Pak kpn bahas smule atau tik tok agar bs buat ekonomi rakyat lbh baik seperti game mobile legend gtu....??,netral,pak kapan bahas smule tik buat ekonomi rakyat lbh baik game mobile legend gtu
"Ganasssssss, ini baru Pemimpin @prabowo @sandiuno .Tak mau ambil gaji krn menganggap ekonominya sdh Mapan. #SambutKemenangan02",positif,ganasssssss baru pimpin prabowo sandiuno tidak_ambil gaji anggap ekonomi mapan sambutkemenangan
Ekonomi Indonesia merosot!!! Kata Prabowo #bukansalahbapak,netral,ekonomi indonesia merosot kata prabowo bukansalahbapak
"Wowo kesalahan arah ekonomi yang mengakibatkan terjadinya deindustrialisasi adalah salah semua pihak. Termasuk presiden-presiden sebelum Jokowi. Lah, ekonomi Indonesia masa Pak Jokowi baik-baik aja tuh. Malah ngehoaks dengan menyalahkan Presiden terdahulu. #PrabowoSalahkanSBY pic.twitter.com/iKG8BB09J8",negatif,wowo salah arah ekonomi akibat jadi deindustrialisasi salah semua pihak masuk presidenpresiden jokowi lah ekonomi indonesia masa pak jokowi baikbaik tuh malah ngehoaks salah presiden dahulu prabowosalahkansby pictwittercomikgbbj
"Jokowi: 5 Tahun ke Depan, Ekonomi Indonesia Makin Kuat  https://m.liputan6.com/bisnis/read/3940876/jokowi-5-tahun-ke-depan-ekonomi-indonesia-makin-kuatÂ â€¦",netral,jokowi tahun depan ekonomi indonesia makin kuat
"Gaji & tunjangan dong... Struktur gaji pejabat di Indonesia kan ajaib, minim banget. Tp tunggangan & fasilitas bejibun. Gmn pak @prabowo & @sandiuno, juga wan gabener @aniesbaswedan, berani ngga melepas tunjangan ke rakyat?  #JokowiMenangTotalDebat",negatif,gaji tunjang dong struktur gaji jabat indonesia kan ajaib minim banget tunggang fasilitas bejibun bagaimana pak prabowo sandiuno wan gabener aniesbaswedan berani ngga_lepas tunjang rakyat jokowimenangtotaldebat
"Gaji pokok saja yg tak diambil, atau semua fasilitas negara juga tak diambil??, Kalau cuma gaji pokok Ja cuma berapalah sebulannya pak @sandiuno, tapi kalau semuanya tidak anda ambil, baru saya akui anda itu hebat...",positif,gaji pokok tidak_ambil semua fasilitas negara tidak_ambil kalau cuma gaji pokok ja cuma berapa bulan pak sandiuno kalau semua tidak_ambil baru aku hebat
Perasaan dari jaman londo petani itu ya mandiri dech Cuma saat ini yg aku rasakan parit2 sawahku dirapiin irigasinya dan lumayan ada bantuan benih padi Trus kl traktor kok sampai 300jt kok mahal poll Bisa belipun ya sayang kl yg harga 20jtan aja udah bisa buat kerja,positif,asa jaman londo tani mandiri dech cuma rasa parit sawah dirapiin irigasi lumayan bantu benih padi terus kl traktor kok jt kok mahal poll beli sayang kl harga jtan udah buat kerja
Prabowo-Sandi Janji Tak Ambil Gaji Jika Menang PilpresÂ 2019  https://www.geunta.com/2019/04/prabowo-sandi-janji-tak-ambil-gaji-jika-menang-pilpres-2019/Â â€¦ pic.twitter.com/OQRtNvsSjl,netral,prabowosandi janji tidak_ambil gaji menang pilpres pictwittercomoqrtnvssjl
"Bangsa yg besar, Bangsa yg menghargai Budayanya... Itulah Indonesia...Nusantara ku... â¤ï¸",netral,bangsa besar bangsa harga budaya indonesianusantara ku
dengan perbedaan ada di indonesia.. kita harus saling menghargai satu sama lain.. itu selalu di lakukan pak de jokowi,positif,beda indonesia saling harga satu sama selalu laku pak de jokowi
"mungkin nanti kalo pak jokowi kepilih lagi, alangkah lebih baiknya menajdikan paslon 2 jadi menteri ekonomi. jadi indonesia makin maju.  tos dulu dong, gw dah cocok jd presiden blm?",netral,mungkin kalo pak jokowi pilih alangkah lebih baik menajdikan paslon jadi menteri ekonomi jadi indonesia makin maju tos dulu dong dah cocok jadi presiden belum
"Tolong lihat dampak buruknya bing, mana yg banyak manfaat dan mana yg banyak mudharatnya. Pahami dulu semuanya. Jangan membenarkan segala sesuatu hanya dengan segi keekonomiannya saja. pic.twitter.com/rUF9XQBxMx",netral,lihat dampak buruk bing mana banyak manfaat mana banyak mudharatnya paham dulu semua jangan_benar segala segi ekonomi pictwittercomrufxqbxmx
"Jika terpilih, Prabowo Sandi tak akan ambil gaji. Insya Allah Prabowo Sandi akan tepati janji.  https://twitter.com/detikcom/status/1117096276737306625Â â€¦",netral,pilih prabowo sandi tidak_ambil gaji insya allah prabowo sandi tepat janji
"dari sabang sampai merauke,bhineka tunggal ika,beragam tp tetap satu Indonesia,NKRI harus tetap dijaga dan idiologi PANCASILA sampai kapanpun TIDAK dapat dirubah,harga mati..",positif,sabang meraukebhineka tunggal ikaberagam tetap satu indonesiankri tetap jaga idiologi pancasila kapan tidak_dirubahharga mati
"ðŸ˜‚ðŸ˜‚ðŸ˜‚ yang lebih lucunya, sandi sama prabowo diajarin ekonomi makro oleh mukidi, ngajari ikan berenang ðŸ˜‚ðŸ˜‚ðŸ˜‚",negatif,lebih lucu sandi sama prabowo diajarin ekonomi makro mukidi ngajari ikan renang
Gak penting soal kita akan lapar. Yg penting bagaimana pemerintah menjamin harga bahan baku dippasaran .,positif,gak_penting soal lapar penting bagaimana perintah jamin harga bahan baku dippasaran
"Klo Jokowi pasti butuh gaji utk nafkahi kluarga. Karena Jokowi haram utak atik APBN, Gratif, dlsb. Beda dgn BOSAN ktnya ga mau gaji (yg sdikit itu), lantas ngeruk darimana ?...wah KPK hrs kerja keras dong. Klo gitu #JokowiLagi aja deh https://twitter.com/RealForJKW/status/1117104782362079232Â â€¦",positif,klo jokowi butuh gaji nafkah kluarga jokowi haram utak atik apbn gratif dlsb beda bosan ktnya tidak_gaji sdikit lantas ngeruk darimana wah kpk kerja keras dong klo gitu jokowilagi deh
"Kata Wowo kesalahan arah ekonomi yang mengakibatkan terjadinya deindustrialisasi adalah salah semua pihak. Termasuk presiden sebelum @jokowi . Lah, ekonomi Indonesia masa Pak @jokowi baik-baik aja tuh. Malah ngehoaks dengan menyalahkan Presiden terdahulu. #PrabowoSalahkanSBY pic.twitter.com/0zS1dmjUly",negatif,kata wowo salah arah ekonomi akibat jadi deindustrialisasi salah semua pihak masuk presiden jokowi lah ekonomi indonesia masa pak jokowi baikbaik tuh malah ngehoaks salah presiden dahulu prabowosalahkansby pictwittercomzsdmjuly
"Jika Prabowo dan Sandiaga jadi presiden dan wakil presiden, mereka akan memberikan gaji mereka kpd kaum dhuafa.  Jika gaji mereka digabungkan, dalam sebulan mereka akan mensedekahkan sebesar hampir 300 juta perbulan atau 3.6 miliar pertahun!  Berapa banyak dhuafa yg terbantu?",positif,prabowo sandiaga jadi presiden wakil presiden beri gaji kpd kaum dhuafa gaji gabung bulan sedekah besar hampir juta bulan miliar tahun berapa banyak dhuafa bantu
Di era pemerintahan pakde jokowi infrastruktur2 terus dibangun untuk pertumbuhan ekonomi,netral,era perintah pakde jokowi infrastruktur terus bangun tumbuh ekonomi
"Ya saya percaya gajinya ga bakal diambil, tapi keluarganya dapet proyekan semwa kek jaman pak harto:v",negatif,percaya gaji tidak_bakal ambil keluarga proyek semwa kek jaman pak hartov
"Cakep,, orang sebelah malah cari gaji",positif,cakep orang belah malah cari gaji
"Prabowo ingin kejar penghindar pajak, TKN: Pemimpin harus beri contoh  http://bit.ly/2DbRE2FÂ ",netral,prabowo kejar hindar pajak tkn pimpin beri contoh
Orang ini sangat dihargai oleh Raja Arab Saudi. Dia Pemimpin ku,netral,orang sangat harga raja arab saudi pimpin ku
"Pertumbuhan ekonomi apa, gaji aja kagak naik""..",negatif,tumbuh ekonomi apa gaji kagak naik
"Kapan majunya bangsa Ini kalau peradaban busuk ditumpuk2 lagu Akan dijadikan. Reference Dalam memerintah dikemudian Hari, koruptor diberikan pensiun, sementara Dia tdk mengambil gaji, apa makanya Ini?",negatif,kapan maju bangsa kalau adab busuk tumpuk lagu jadi reference perintah kemudi hari koruptor beri pensiun tidak_ambil gaji apa makanya
Ingin semakin sontoloyo aplud jainudin eps biar makin ngaciro. Hahaha jainudin ngaciro sang raja BOHONG!! Saya sih yaa NO pilih dia. Naik mobil bayar pajak pakai jalan bayar mahal kok bilang infrastruktur buat rakyat. Kerja kerja kerja ya buat ngerjain rakyat,negatif,makin sontoloyo aplud jainudin eps biar makin ngaciro hahaha jainudin ngaciro sang raja bohong sih yaa no pilih naik mobil bayar pajak pakai jalan bayar mahal kok bilang infrastruktur buat rakyat kerja kerja kerja buat ngerjain rakyat
